MeasurementID,MaterialID,GradeID,Property,Raw value,Raw unit,Raw numeric,Raw uncertainty ±,Raw upper bound,Operator,Conversion factor,Normalized value,Normalized uncertainty ±,Normalized upper bound,Normalized unit,Data status,Specimen type,Direction,Moisture condition,Moisture state,Post-processing,Post-processing state,Anneal °C,Anneal h,Test temperature,Standard / load,Standards,Test load MPa,Notch,Specimen / print parameters,SourceID,Locator,Notes,Parse review
V000276,M015,G015-01,Elongation at break,7.1 ±0.9 %,%,7.1,0.9,Not applicable,=,1,7.1,0.9,Not applicable,%,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 527, GB/T 1040",ISO 527; GB/T 1040,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Breaking Elongation Rate (Z),"Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V000277,M015,G015-01,Flexural modulus,2200 ± 120 MPa,MPa,2200,120,Not applicable,=,0.001,2.2,0.12,Not applicable,GPa,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 178, GB/T 9341",ISO 178; GB/T 9341,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Bending Modulus (X-Y),"Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V000278,M015,G015-01,Flexural modulus,1850 ± 140 MPa,MPa,1850,140,Not applicable,=,0.001,1.85,0.14,Not applicable,GPa,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 178, GB/T 9341",ISO 178; GB/T 9341,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Bending Modulus (Z),"Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V000279,M015,G015-01,Flexural strength,58 ± 3 MPa,MPa,58,3,Not applicable,=,1,58,3,Not applicable,MPa,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 178, GB/T 9341",ISO 178; GB/T 9341,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Bending Strength (X-Y),"Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V000280,M015,G015-01,Flexural strength,37 ± 3 MPa,MPa,37,3,Not applicable,=,1,37,3,Not applicable,MPa,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 178, GB/T 9341",ISO 178; GB/T 9341,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Bending Strength (Z),"Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V000281,M015,G015-01,Charpy strength,55.4 ± 3.7 kJ/m²,kJ/m²,55.4,3.7,Not applicable,=,1,55.4,3.7,Not applicable,kJ/m²,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Unnotched,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Impact Strength (X-Y),"Corrected 2026-09-14 (m15) against the source: the sheet pairs this value with 17.6 ± 2.2 kJ/m² marked (notched). Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V000282,M015,G015-01,Charpy strength,5.8 ± 1.2 kJ/m²,kJ/m²,5.8,1.2,Not applicable,=,1,5.8,1.2,Not applicable,kJ/m²,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 179, GB/T 1043",ISO 179; GB/T 1043,Not applicable,Not published,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% * All the specimens were printed at the following settings: Nozzle Temperature = 220 °C, Printing Speed = 200 mm/s, Bed Temperature = 35 °C,InfillDensity = 100%. All the specimens were annealed and dried at 55 °C for 8 h before testing. And the",B-pla-galaxy-TDS,p. 2: Impact Strength (Z),"Corrected 2026-09-15 (m20) against the source: the sheet gives the ""Test Specimen Printing Conditions"" of every specimen.",Not applicable
V000283,M016,G016-01,Density,1.26 g/cm³,g/cm³,1.26,Not applicable,Not applicable,=,1000,1260,Not applicable,Not applicable,kg/m³,Published value,Not published (density specimen form not explicitly established),Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,ISO 1183,ISO 1183,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% * All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Glow is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-glow-TDS,p. 2: Density,Not applicable,Not applicable
V000284,M016,G016-01,Melting temperature,155 °C,°C,155,Not applicable,Not applicable,=,1,155,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"DSC, 10 °C/min",DSC,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% * All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Glow is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-glow-TDS,p. 2: Melting Temperature,Not applicable,Not applicable
V000285,M016,G016-01,Glass transition temperature,55 °C,°C,55,Not applicable,Not applicable,=,1,55,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"DSC, 10 °C/min",DSC,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% * All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Glow is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-glow-TDS,p. 2: Glass Transition Temperature,Not applicable,Not applicable
